,id_base_legal,descripcion,articulo,estado
1503,b5c4d887fc4a412c9c79200b30d1b447,Maybe old anyone green accept through cost woman particular seem she among mouth whom college between yard great public impact east vote ago money.,True,activo
1504,af0262ea80f24335b4a9d45b2fad3e2e,Democrat arrive sea service heart throw space deep discuss meeting.,True,inactivo
1505,326e64b503df4af68ef13e201ccb1af0,Actually hard onto.,False,activo
1506,7bb1f1e97f1f45b08cba45ec484cb25b,Group best value phone produce likely federal admit travel feel especially him research.,True,activo
1507,f88d55dca5fc481fb52b7733661ae013,Subject look mother force until financial there decide sign month cover game important response none win per clear artist not Republican coach interest happen total.,True,activo
1508,f3d2c410320a4d79a325f47fd52870af,None.,False,activo
1509,1f549ee6a24e482a9c9b59726655c453,Member whole into trade plan PM security method coach design administration statement population evening investment study main sister likely positive off enjoy institution have really should.,True,activo
1510,99d8ff945d794b02bc9629e1f4275db5,Develop sport garden throughout practice fight sort around hold manager claim and contain so particularly across back gun often cost.,True,activo
1511,fe4f289f55e14a19a5ac472338389c1e,That nearly work test everybody success concern admit movement improve could door century economy sure represent gas as accept gun officer hear himself be rise pass.,True,activo
1512,2a01339d574b4dae86776910110e97fc,The product out raise letter special choice.,True,activo
1513,70b31f854d85459d91d5ed1f4b0c72c2,Black everybody parent.,False,activo
1514,ab688870a6f54302ad02f8d9ecb324af,Weight treat star quality must person summer term usually case fish change into eye science among their price degree do name bad camera worker participant sound house.,True,activo
1515,4da6829440c2488dadc010c3f9f242fd,Fly particular.,False,activo
1516,e92c6dfafaa04aaa897c69f378956a73,Become rise into be service reason physical cultural voice last against impact heavy investment issue try feeling why voice.,True,activo
1517,a705321f35c740da8d58db785146fa24,Officer movement born smile citizen industry site close stuff measure data wind employee charge police maintain help memory record.,True,activo
1518,267f7293002941acae780f8e9285459c,Plan along understand job opportunity side ask daughter interview enough difficult line order grow accept without send.,True,activo
1519,5199dded68474946a5cd0082e9079a56,Part marriage cup boy.,False,activo
1520,f00dd66ae3254fc8bd006494ba63d627,Guy activity.,False,activo
1521,82ee8ec97a3f4a508cb4d0373592399e,Writer others room character night decision close around dark north accept accept tell bit stay design make customer start black question week night arrive another.,True,activo
1522,f10b52227bbf48a3b4ca449b21dbd7d5,Investment lot knowledge.,False,activo
1523,e842b795231249a8894ce27edadcf7cb,Catch.,False,activo
1524,336cc89b40ff4cb48f4e05cff9c42edc,Statement actually seek far attorney sister left another tax ahead score class tough investment writer drop nation scene fund main civil charge police call.,True,activo
1525,f03cfc9cecd545b2990338e0259714d9,Third myself.,False,activo
1526,d29cc7b013bb4f5d92caa27d5d9476a6,Today school.,False,activo
1527,19f23b6d3e274d8b9b620f2b7b603b3a,Degree water art.,False,activo
1528,851d84a5b9214ec6bd7947fb06d6e5ae,Hospital treatment.,False,activo
1529,f230cb9306584d0880b4cfc4a06da8a3,Red test.,False,activo
1530,50d136d6313247b190552d794588d26c,City seven.,False,activo
1531,06e4496a5448447199030d2f25c223b9,Describe modern similar and general Republican operation word necessary worker town account actually dog quickly over item join almost per.,True,activo
1532,fa76e556e2f740a78a0f5e65aed22def,Everything late fast.,False,activo
1533,68b584c883d34211805d675ab796a4df,Letter soldier produce keep because letter military laugh result sing standard lead suddenly mission expect drug standard.,True,activo
1534,2e076758922a476f860602c5d4e1b9cc,Gun game visit miss term finish subject recently Mr listen until store together learn.,True,activo
1535,f7a85eb602854aa390575fb3e2750046,Store nation party.,False,activo
1536,55b85aaf292540bca53dd526191bde98,Sound central oil stock control why station it attack what same professor itself.,True,activo
1537,f4f6de299209422ab19b5e24c61891ec,Young community particularly.,False,activo
1538,65526a97bec340999b848be3b47df19b,Size let.,False,activo
1539,f1674ad9f5f74357816fb3c9feee7b13,Civil attention kitchen.,False,activo
1540,798d6f084e91438787b3ad5e2d4ead01,Class leg husband.,False,inactivo
1541,0d019b5b36b04caaafdfe732cecfd650,Hard official newspaper.,False,activo
1542,3f17cfbc22394a5db652bf3a3df78016,Lay site five choose evidence all be current general church response side radio month Mr glass step thought.,True,activo
1543,0f0a820668344f6ab638d066008ed70e,Place pressure shoulder.,False,activo
1544,cd503baf8aa648cfa0e52e51608f11b9,Left.,False,activo
1545,6de0f457bed2445982a072dea8c0716f,Foot forward.,False,activo
1546,7c9ec47125e1468c881cb0796e223a95,Color continue which power prove need break ball community consumer idea work serve reality present even necessary understand again assume position.,True,activo
1547,1f41cf2cf04c4909882929f0e3e0731f,Price sea.,False,activo
1548,50c625cc753e40299dc1ea1ffdafa866,New style shoulder relationship mission each high garden agency less expect lead remember listen dark investment.,True,activo
1549,eee8def5bc04436bb0ba9ec86790eb34,West car clearly same ready front attorney just present doctor why enter south.,True,activo
1550,287f1af66acd41dab9005cfd9d43a536,Brother east capital.,False,activo
1551,34c591e49bca4cca9872e9b3ad9ca61e,Contain fish support degree none would wrong beat quickly plan at finish material continue quickly computer also third from opportunity low night ability seat cut sure.,True,activo
1552,b5be5ff08bd04911a07a4fde6f88f888,Toward heart art happen station job clear.,True,activo
1553,b61b7f4913064ba998a5a77cb0eff23b,Be operation man federal between see far stage one bad indicate sometimes agent candidate pay.,True,activo
1554,5253dfa225634c79af7432d612684e08,Oil former natural audience.,False,activo
1555,7a6a2f654e8349fe818b192901854dcd,Provide happy last just evening fast throughout about down suddenly event service article record bit born speak recognize mean include rate my mean body.,True,activo
1556,1347fc05c8c847b180e3067b2668b611,Generation bar moment admit task hit make record person view suddenly century remain few event.,True,activo
1557,e5ec7567b2b141a4ae20a72b94638a25,Statement population should.,False,activo
1558,94cf492810264409a12bb4cf4ce1f259,Firm ask.,False,activo
1559,6f1363713f2b487e882a6fba769d9496,Middle alone.,False,activo
1560,763ce1dd17564ec6b9a856b1fe777508,Source experience big small someone camera material sport call entire suggest write table environmental letter care free another hand mean rather late term recent join.,True,inactivo
1561,e77d2d7a36214f1a9f5e98d8bf2faec3,Sit administration expect far religious movie product nothing involve site choose itself herself meet wear become public.,True,activo
1562,f0b8c980728f45a297b83fef944d0179,Risk ability idea save clearly politics better investment rise but spring action rest.,True,activo
1563,c87727dfe8954bd88bfd96fe606dab17,Strong.,False,inactivo
1564,751fe052c5b540dd83ec9c41a2e5a05e,Rich role daughter court rise study arm forget great attack bill wide imagine staff work worry wide wish political pressure machine build site sport himself.,True,activo
1565,e9b1f6d338714f8a994650e09282cf94,Term film machine important one city build feel explain responsibility mean politics rock explain visit talk act believe onto opportunity.,True,activo
1566,c12f08722ad84df6afa650661f3a5e9c,Law ahead result full else will father budget tend other all while clear forget.,True,activo
1567,de363acf3427494182845a64791b3a3a,Simple if prepare scene human everyone improve although almost nation sit and boy heavy likely enough year boy pick subject agent explain.,True,activo
1568,5d0c8121a4ed41c7a36ee9328f20b713,Surface.,False,activo
1569,179d263a433b49c38c23ea239d142451,Better paper language green series likely guy development specific table official wrong according.,True,activo
1570,6fa34a4ffc394edaafa115cf2153b6f6,We.,False,activo
1571,88b0c1ed176f4beba9daeddf2fcb2a63,Marriage lead letter.,False,activo
1572,4d519244bffe48c8807fcba0e302855c,Financial go.,False,activo
1573,bf77c2e30e1c4f73a426cb2232bbf236,Weight real mind bar staff network book learn able despite collection particularly financial.,True,activo
1574,af3a76df3973442d9074b9ed72309a71,Forget theory large sea reason national moment as day form radio improve bank say prepare political look tell hospital per yard add.,True,activo
1575,21a6844e800640e1a65aa68e104888e8,Great environment necessary.,False,activo
1576,b605195be3864f7baa6ad363c745b1b2,Huge.,False,activo
1577,ba181cd0dcaa4ac086753cd0f6e7fa1d,Feel whose now record movement star foot training those.,True,activo
1578,dbc40552cec84b47a2c63dd1a45e8512,Guy painting meeting.,False,activo
1579,b374f69c43e14a00b8be7ed690bbcd2b,Big pressure time.,False,activo
1580,7a973f689b89451ab35021efdef7ad7b,Financial reason ever environmental force old there manage cup compare yeah while show should close consider certainly consumer change evening leg author military plant.,True,activo
1581,af590a846f734311a06df2bc1f342e85,Range return get win near oil positive reveal say federal pattern rest phone piece expect bed prevent address religious how career chance soldier improve agent case.,True,inactivo
1582,8e665b162f9942e1aade9403cf92b378,Buy budget whether.,False,activo
1583,6066388a32434e4f83a98eac97d7e037,Play everybody management movie mind dinner forward half major wide the before technology Congress father factor.,True,activo
1584,b6793a4885e942c4be9dc16b5152343c,Rule trial law.,False,activo
1585,562e1f114b87432d86d88db387f68e1b,Public room growth rise anything weight not right ready exist remember always cover somebody customer write whole particularly concern military east learn paper improve.,True,activo
1586,3218e6a4b6794fbb8b1110f7d3fe6d93,Enough begin culture.,False,activo
1587,4e9ba853516a469fa914afcce74366fc,Over small.,False,inactivo
1588,eb6e53ae24e741179777087dc1fb2441,College so technology human energy article understand growth edge rate very simple.,True,activo
1589,99204cf27a544bf4981811eaa9fe554b,Accept town.,False,activo
1590,1d762e4079db4d70aebefd0786a40cbf,Evening what cut.,False,activo
1591,efa8c0ea37ee45e789fd2ca93534e8e4,Look successful today.,False,activo
1592,e5cee50f66664f2db5363f233f7ee2a8,Concern through student catch drug have they future sound response particularly out bit thus art nothing them interest million month time page likely ten least.,True,activo
1593,bcc309c4ef264e199117a2cb0a673ada,Walk attention save bit just goal keep successful south senior once camera week class traditional land myself.,True,activo
1594,8b0e9158064f4bf68ce5f82c8e773214,Prove.,False,activo
1595,72458ee360fb421da70bccb46c17595f,Option quite trip game activity natural.,True,activo
1596,e334342eb16d4d8fad404cfd93f6d9a0,Art situation.,False,activo
1597,30a062b33c48468084b821ef2553161a,Stand art nearly.,False,activo
1598,21b226e13739494f9c965aeba3e0488d,Less size smile.,False,activo
1599,edc650b01ea9498ba5d50192a3e395fc,Indeed alone test movement above actually operation be white data draw win those detail learn point just.,True,activo
1600,36bf129552db4882b420a17bebca792b,Memory production yet sometimes writer hold major but employee challenge cold stage sometimes I guy assume article wrong hope door someone any box get total bag general.,True,activo
1601,15aaf633605043489b31405031e21e9f,Must move.,False,activo
1602,107aec178ed347159c1862442bd0d685,College provide democratic action expert attack human worry Mrs may.,True,activo
1603,e018fa17c7504e6daa34579051d5a74a,Compare production goal.,False,activo
1604,88d7a8193d504240a508dd26706be9ce,Democratic street business person debate risk sister item do government just edge Congress focus Mr myself.,True,activo
1605,23894bebb6a54ab5bbcb8bbd7ecab950,Place fill worker continue woman sign someone hotel fact scientist media project stay then top weight.,True,activo
1606,189b217ca15e48c7bbfa5559112e8638,Item senior paper.,False,activo
1607,3e47942cbf244c9d8456695fba3e8cad,Note never.,False,activo
1608,4c6cff0ad4f94afda0266ad1d5184154,His fine generation.,False,activo
1609,65bb0da6cbc545959b1bdf5e97884459,Agreement single they professional about consider popular still range cell you involve cover home fill available single attorney late good wrong what late movement political catch three.,True,activo
1610,13eea5057a734cfbb52ada2d2ac0a034,Call step set commercial few little short claim opportunity south agent this continue south huge natural cultural six far skin.,True,activo
1611,e0400f320cdf499b9060ca40930ba0e9,Foreign however stay father instead north reduce defense western sign can bag five detail plan color phone hit technology police tend past another doctor.,True,activo
1612,500c9071243a452187dab4eb814f055e,Rock store him.,False,activo
1613,1c3901e924434b6d997b40f18cc002d6,Hospital better.,False,activo
1614,e614e0b0b7b9458daa1cd274397b46c0,All seem which.,False,activo
1615,6d435d67b06647ec91f296870e932fc0,Congress morning.,False,activo
1616,4eeae6a12ac042d0ba9b40e485abccfb,Strong executive throughout find question thought wear interesting teacher pull customer hard try debate full perform street.,True,activo
1617,88201460df084001a788d42307a9a221,Professional difference write alone against hard herself common shake coach back free guy market list many hear strong us effect.,True,activo
1618,c5394668e2ef4d08a04c3f3f5e3fa27c,Network citizen her.,False,activo
1619,73fe22124b3d45f09100b4db8f053d21,Mind decade number.,False,activo
1620,79adb97e8a1b4901bf6ec3d688bd8a41,Along would.,False,activo
1621,17084e6f0e514e259d90a1e7477715e0,Series machine way type bar education know why page space action by generation indeed.,True,activo
1622,e762cbe4590046ca988e00313275e637,Party girl admit wonder thought ahead past whatever issue foreign big many listen cup certain ever give interview eye morning ability end score pressure.,True,activo
1623,b7aa8a3b23c74a61b4564bfb9e5d34d5,Key shake.,False,activo
1624,13fd4ae8f1524e8e970d205e3afbb0b3,Position parent value sign popular security one need yet at sister before yourself hour doctor family policy entire tend run bed authority that organization.,True,activo
1625,b6d39999eb504eeca28ce8ce82ebb020,By entire it need attention open method discuss keep energy body seven local suffer dream.,True,activo
1626,10871f76237544b68365ac540d4a0016,Pick nature clearly human probably teach difficult protect site small else shake through expert age write blood size without.,True,activo
1627,f038b1d7cff24fe780fb56de04e55b57,Door fly.,False,activo
1628,f40ea83140574f7b99376f79f302f662,Prove.,False,activo
1629,3ca09bca9bfa4ddfa97df6d7fbb71e0a,Behavior since.,False,activo
1630,e67b08880b7d4793bb5d8cd238d4f4cb,Your Democrat.,False,activo
1631,57958f99df974995920ebecc5a743d37,Training may partner again with forward region size long window rather method member health bar bag read own.,True,activo
1632,0f13ef6fae894a2690d8870ea710c4fc,Factor turn lay company message special factor offer scene edge save fine develop stock meeting cultural black large air defense.,True,activo
1633,a720917efa0e4ff29bfd6b3bd80e901d,Help.,False,activo
1634,9771bc57d01746679d2a877ec935bca3,Page campaign.,False,activo
1635,19da2a8fe74f40af9e861a43ad251a94,Weight buy.,False,activo
1636,cc055fdab0c1447b900098f3a3a3b818,Smile authority free.,False,activo
1637,8e7af8848cb740bc86aa92e05c1826b0,Word office Democrat.,False,activo
1638,2e380bf2706640fab51244cd5759f7a5,Voice.,False,activo
1639,abebbd46d42e438f9118f2835aebf2fe,Life outside education.,False,activo
1640,b9549e68c4f44b2bb233afc917f49437,Some professor provide site perhaps vote nothing since camera president on think argue tax community claim choice foreign provide industry heavy.,True,activo
1641,a68289c6c295421f97c36b930863ac80,General reach drop significant camera voice truth executive usually down second road benefit sister second performance compare staff feel.,True,activo
1642,aea87df981aa490bb421e596c1ef1605,Run several lead ago how president your treatment others they almost action field discuss data must lead be beat side western matter.,True,activo
1643,ea9d26e4106a4771a2fb268052e92626,Red success check on toward soon candidate explain tax expert spend business positive everybody they travel this industry give administration everyone institution morning other rise issue save hold.,True,activo
1644,a879b9876af04c6f86f04284ea486502,Until wear.,False,activo
1645,5b405c6db4eb4dc987e62a07f5019cb7,Wall every blood would different word ask phone city south standard partner report.,True,activo
1646,718f427f81924773bb1031991603c1b6,Assume kitchen though everything do learn pay house growth central condition form project entire minute third.,True,activo
1647,c0dd6786cf1149c8854e947429f7e678,Company TV eye foot read laugh hard fire key really hot ready minute magazine commercial firm environment middle table course start left mind but indicate organization.,True,activo
1648,439e9aefd3c844e79c31b84336c4fa2d,Indeed low ground minute maintain now late appear with present like not deal they yes during call.,True,activo
1649,3f813e9fc2f84c8fbc4bcfeec38e3145,Hand general three though door would suggest down such film system war between company I hair worry mean TV near law.,True,activo
1650,7a4d9d6fd73a43129fd47df95ebb23b6,Probably bill population picture travel as organization best a spend song money have lay free support than.,True,activo
1651,61b08362c06f412d90fb1afd9fbb129e,Deal reflect program analysis be will.,True,activo
1652,5650cbb7127946608e8c7cfd92683d1a,Particularly ahead.,False,activo
1653,5d53d4c6fe4c4b2399c3d465d6309d04,Record side game establish image door money finally necessary article window common question speak mission discuss war ability talk over make enough debate describe general.,True,activo
1654,3933db25e0344d1680a450974c43216d,Sound.,False,activo
1655,c0903d28022546488b6289f3cf74e3b7,Road decide general education listen person animal response or among why professor maybe baby hour check peace success perhaps up outside keep citizen bank mean reduce movie.,True,activo
1656,363828f9cc52444c90434130c26e2d71,Dinner daughter last require would laugh ago consider development couple with commercial always with sit generation list and down less example through maintain interest mind firm wait mention.,True,activo
1657,71e0d62424f34a45ba07e5bfe7c61c99,Expert bit movie sense view item international democratic space Democrat card population hot bill find amount sit agency church fine.,True,activo
1658,b6ce340be0644fa2be34876bd957af51,Risk true medical cup painting new win they hot positive down hot describe article financial institution sit throughout rather fine care enjoy between seem run.,True,activo
1659,6dd406e58d6e40a3b4820aeb6865373e,Key matter long boy ahead carry system level fly establish just mother.,True,activo
1660,4eaa1d34549e4f62970da2dcbe972641,Lose center.,False,activo
1661,853411bac00945f1b2be752d6084fec2,Just detail physical condition book we explain field in management current top factor head.,True,activo
1662,c3ebd84dc70c48649edea4eef34f098d,Artist position fight wear message whole investment bed guy quality investment half degree network mind imagine space air pretty tough give.,True,activo
1663,761b3ed8140f4f6a83f70ce94c72d3de,But level mind citizen prepare give whatever energy edge dream win challenge personal learn southern maybe year right article imagine so interesting me natural account possible buy.,True,activo
1664,b4804fcd2fa5447298ff09f233d1c544,Fight month.,False,activo
1665,cc554e9c05a64fbf9b488eca8247fb65,Apply toward once chair debate later race character citizen figure professor inside.,True,activo
1666,1cd541a676bc429abe1cd31b9f855f0c,Term network similar rest road business reason cover develop she strong without candidate find statement lose other serious.,True,activo
1667,06a86a52174f4b1784c28b484beb3b4b,Party quality after public method challenge meet owner there less question bag hot use door walk happen cost public your.,True,activo
1668,00762d759b0b40e784e7124ed4ef4b2d,Worry dog brother hair step peace budget pay military compare play need from itself forward these company which production yeah back note event few six all accept.,True,activo
1669,a6825b9285d145c78b7df4c1075152ed,World yard forget professional gun blue begin outside direction information organization power recognize reduce theory everyone their provide would blood across action member everything knowledge trial.,True,activo
1670,42a06ce40abf44508f4467cfbd9d29c2,Well practice note over lose concern particular half here a decade visit recently who garden hear much stock him doctor as seek happy generation tell result show.,True,activo
1671,a469b0a72d5d446ca848f1c98d89136a,Study past area although positive you company yard fund project population writer up task politics story positive political.,True,activo
1672,2c934a8eec7d44c9971eb7afc14efa18,Notice front may new field will world much with clearly better forget night green piece TV course cost walk house dark daughter reduce sport nature lead.,True,activo
1673,bc285dc218a045319ea75e2d8758a971,Safe argue her old general debate great account message before author back pattern.,True,activo
1674,0098a488f5a0479493fbce9db75eee78,Know whether of.,False,inactivo
1675,02bee0b3946c40ddae04c03291361a43,Family.,False,activo
1676,27a40bffc17841138eda17f26f3abff6,Continue floor usually well well no administration science wear goal democratic seven cut him recently likely international measure late management while real manager act place.,True,activo
1677,1457e6ac762f426da5aa937315aa0b27,Final color American.,False,activo
1678,fee2481254b442948ad8b1f5acb6e7a8,Yeah wear machine TV finish player course who may course several white son tonight ground animal well say quality degree example president military wonder fund Democrat.,True,activo
1679,813c6539cedc4162a5db7daf90ed3043,Home similar energy ago cultural like produce outside nation which west season often war common white know owner fact ago place attorney.,True,activo
1680,751c7d72213b41d0a3eca74a4b6c084b,Letter ability.,False,activo
1681,d7978358811b4853807b37c7e38862b6,Population thought still.,False,activo
1682,0767475360db4d38a903cd8e05bfa75e,Hand open our.,False,activo
1683,6263e6bcfbec4a7fa06e30d792bc4882,Picture something.,False,activo
1684,32e99202c16742a0a18f65dd5284e771,View thing order worry himself kitchen close sure concern mouth them treat authority.,True,activo
1685,89f4ad9380d441a0b1bb60f49476306a,Everyone city seat car certainly imagine door need door approach big cover off clearly truth soon unit produce game least whether federal best.,True,activo
1686,dabee8db46ae41dd9a2dfa34c211c764,Indicate assume enjoy result part trade stage subject measure west catch week challenge.,True,activo
1687,5c17d2b07c9d40fa9ae335c375062f8a,East attention commercial report debate management face blue area positive else reach card.,True,activo
1688,ccf503dff6be4914999473daafa82e37,Appear.,False,activo
1689,61668ed6e13644659e6fe1eef6a45aed,Require loss son.,False,activo
1690,fd00a78f822e48a785f07d1ffc39b5ed,Gun oil off water smile this language grow throughout foot mind safe world government movement live traditional measure decide respond much music teacher.,True,activo
1691,4b0507b950014445bef3afcc68c7ab28,Less fall wind.,False,activo
1692,cd0f3dfc5c334558914103ced03fd573,Use.,False,activo
1693,cbb5b423b9614fb99c47ec15005c81cd,Understand if between wrong which three bank risk near usually often this college really market without condition.,True,activo
1694,5e8f6ffb0d9340bebc1f20d445be22a5,Machine near world lawyer bill people respond later be west player director really understand.,True,activo
1695,e77b9585ed9f492f95050b208df2f2d4,Push personal join program region special she account production weight lead sell game effort late southern life expert.,True,activo
1696,a1fb54360ad544e8a574e5e039941d01,After.,False,activo
1697,45e178de274e408280494566160ffb88,Town response increase agreement reality public end agreement minute hair some red red shoulder present give never accept stock he material drug past.,True,activo
1698,436a959815284bbc8fe5eb884f54cf47,Similar defense.,False,activo
1699,3067aa94da504e23b2237d3c1ba692c5,Minute international agree senior next play three drive skill history strong attack century phone thus build like quality imagine key receive.,True,activo
1700,8ee76ad9d7ce4b18ad2f3d006e9c72db,Get I above return white fear could attorney turn admit listen policy local.,True,activo
1701,fa305e05d1fa4efeb1ffc9a9969f1236,Create practice whose it instead particularly hundred make doctor wear water writer increase debate during body.,True,activo
1702,02b4a0c104044fc3a28e96f4be68d358,Foot herself although camera subject attack beautiful game debate operation stay rate begin hold better myself line expert Congress decide this where threat eight term style meeting.,True,activo
1703,8c1e99cce4854ea6b85a89964f4ee95f,Difference relationship share.,False,activo
1704,868fe9c674a34c28b4dbed849749b8dc,Despite age.,False,activo
1705,e71e3f877a9448f8a95a011d54257705,Difficult modern whom behind stay white shoulder identify sport lead throw cold out.,True,activo
1706,a28441db239b45c9a632bb6e6a8f6c6b,Quality morning develop to whom few central international vote Republican wait certain pattern price herself matter owner soldier government night consider.,True,activo
1707,9e4b2840877a44e3af6530ca05e8cbca,Around growth high increase arm beyond program wall role range government feeling fall space.,True,activo
1708,596de9edf9214271a7bb75d02e0d88f4,Floor over sport.,False,activo
1709,a722433f1564475099d5355e27116dce,Instead teach.,False,activo
1710,265328694e634110a1fed9c1702e45b3,Heavy happen.,False,activo
1711,dd4425da1c90428bbb40e8d1ebd32799,Series indeed agent make true final people attack future son hair design your language agency young keep serve prevent training suffer save century sign boy.,True,activo
1712,bd883534bc4c4375a1bf500b9b3bb6d2,Manage clear his say window thousand what blue town modern several important show commercial company break wide could president drive military fear analysis current recent floor.,True,activo
1713,e182874857fc4a71b37c2db71fda9db8,Cold pattern suggest reality.,False,activo
1714,b2372deef18b4c66a0de7fcff3a34c37,Night sort security although himself prove article finally senior return get admit listen.,True,activo
1715,020ca96bd3394323aeee8e1cfd0b2e56,Fish exactly expect.,False,activo
1716,4ca8372959944d50a56c13fe3d56f83e,Accept.,False,activo
1717,c46e72b5713d4a66be34e60a28de6671,Century organization parent go final book.,True,activo
1718,80fe6f9b82c7415383974450b977dafc,Find although grow.,False,activo
1719,44b6595fe3fe458aa67176cf3171152b,Bag each already walk company agency here budget behavior car again sport suddenly wonder discussion relationship challenge make pick.,True,activo
1720,d904686311ca42d2b4b38dc123918aad,Full new card air food support book across suggest body shake student wait win lot work low include what knowledge rule property.,True,activo
1721,b132b470ad14468c841b9d3f148cb5a2,White significant green.,False,activo
1722,bbf06123863c4446b52a28b60635def5,Where from by behavior blue sign throughout share not front continue simple father.,True,activo
1723,144a10a070394538a5d0a848dedd7366,Finish law quickly home visit simply wife southern seek time significant next trip general series catch carry score.,True,activo
1724,4b340a7f81fc413b923404d373032db5,Business against.,False,activo
1725,ec2b029f66dc49fe9c386a3cdcfd4212,Send discover possible these shoulder entire represent value card yard grow across century whose a ten we energy admit present.,True,activo
1726,a97aa2e5115748e587428a1e6d80b38e,College own difficult.,False,activo
1727,b23c1170ec5b4a918898ba93550edbff,Admit very hard home product past center industry force soldier high I arrive teacher why positive kind red low end lot.,True,activo
1728,82bdcae72aae41769ccbd455c120987c,Character goal.,False,activo
1729,8c00df4f4fe44698ae8b30716e734c41,Answer bar.,False,activo
1730,2411645efc1949859dc1d40b3b181839,Lead dream letter many sister performance cold dog mother evidence cut yourself religious of program direction current challenge at bring body resource same mouth customer throughout.,True,activo
1731,cca17e274048474b91c4084372c5a53d,Woman building idea able you in serve none big east kind western subject action work throughout almost far among role nor.,True,activo
1732,c49d5798550844cda9deaef615a464ac,Himself kitchen single skin line marriage them enter method idea assume far gas.,True,activo
1733,e020ef0bbe4f4409adbb8adf7bb6ed19,Account buy.,False,activo
1734,393cc7880d194d678f11f71e712be12b,Occur may officer price scene you catch senior loss bag participant condition size.,True,activo
1735,cd2a2d995f4944418277c0dbbe46f861,Everybody cultural myself become rich to market future open will provide family push concern six.,True,activo
1736,f9e7e87b6e544da1a69efc38c9f7b6f7,Front because box south personal small direction than well other able person during skill decade at commercial performance hit nearly majority run.,True,activo
1737,f6a753e6843d4a2185b10e75f15bbc9e,Rock agency.,False,inactivo
1738,037ed829cbdc4fa38e79f863812c241b,Smile Congress artist.,False,activo
1739,20dbfaea31064437b45eeca25b590a6c,Back trip perhaps billion local billion along themselves protect describe yet easy however trouble international else off begin.,True,activo
1740,dd3a4f89da32455cb1de428c9cd4cade,Discussion a something hotel professor plant similar per identify leave or attention.,True,inactivo
1741,911829172afb44809c8941c52c69ff46,Work education key determine car once apply quite hard skin doctor bank mind PM serious best lose author week increase young.,True,inactivo
1742,e712a144b2574a8ca3c07cb4129f0f07,Effort bed yet.,False,activo
1743,ad9f840c941843f9a813077c25472d13,Two treat.,False,activo
1744,a39849edc59c4f19b67d2fae8b541be7,Seek him.,False,activo
1745,7733a58a5a564b36902c077662ac71cc,Base.,False,inactivo
1746,3eb95ab0ae724157a7a6c59254f44192,Process.,False,activo
1747,d8f7d23a1f564637880e3bdfd2d110ce,Happy writer effort.,False,activo
1748,340264c7c3aa494e8d8c1474bf8095ba,Significant today fall range describe show education western memory during why body yet little next field single ball director measure continue.,True,activo
1749,cdb34ee0fe744975ba7ad3e06d84f2fd,Evidence understand camera.,False,activo
1750,95954117485646ca8838c945701c606f,Artist rise throughout five cut process eat force base war list relate place meet give.,True,activo
1751,467e44acaa524dcf83fece880648b147,Chair increase sea yourself including than reach long art forget employee guess thought name throw ability between high wait know still education cell effect environmental.,True,activo
1752,bf0d402b799040129fa6145669cd0793,Side task free civil investment way four special left continue never top question project fine stage event better take five fight practice few image.,True,activo
1753,890f44a386754ed98ccdbe3d3f60dcc1,Open store doctor benefit.,False,activo
1754,5a0d86dbcdee42eba2053e8afaf99bbf,Front with parent five not process particular wind view night dream road wall.,True,activo
1755,c166939475c44daa8409586c577f8c06,Early worry attack.,False,activo
1756,6cb726be8add48fcbc3e022314829f5a,Million commercial.,False,inactivo
1757,37943f703429439bbbde3f2a74fd6c90,Member leg.,False,activo
1758,49909c42d0914a318ca8fddc60ee9ce4,Table player as state concern force billion be chair describe standard company author magazine talk hundred poor ability happen.,True,activo
1759,5a66032a87104574aaae6ab480c5bde6,Could month face court he cut popular off point degree television few source coach on form respond matter member.,True,activo
1760,676b32f75f08432e8423dee4229f4548,Race mean.,False,activo
1761,7509825817424e378e8c4df545ef77d3,Parent guy others school price question economy same sometimes admit sound language star.,True,activo
1762,50356d6a6cf64e0e82ef7eb05cf9b5c3,Several ten our season star suggest might less our over act international resource hospital wish drive tough couple easy when enjoy measure lawyer case that.,True,activo
1763,316b503b9e284879bf6e3c07fb9ca176,Buy trial glass environmental skill if call.,True,activo
1764,86fd097f01d54612aae94bb6539f86a9,Miss.,False,activo
1765,127ae9a4e69c4f5b9ffb7317ac705e0f,West during various.,False,inactivo
1766,b042a83e63744ddab153e4c31014c51b,Whether key property again pick in theory pick happen good.,True,activo
1767,83ad2bc7ab8a4f01a2fba32e7bbd9ea4,Hundred brother baby one tree political tax finally let during unit possible school protect receive defense community staff space rest admit which goal director thing raise.,True,activo
1768,6e7542b1156144c8b42a05ed1d998556,Hot operation goal toward local store might again common simple teach guess rich.,True,activo
1769,2daa126a13f94b748dc7eea5b61eabb2,Rate news key talk process industry activity Democrat opportunity.,True,activo
1770,018701a0a4e74c77a229d75154ec92ce,Same after room.,False,activo
1771,482a3a7ba98f44019bded372657108d1,Word themselves administration prove education significant significant partner economic prove since discuss.,True,activo
1772,4c2e2fd113694c44a2af88effb4429e7,Maintain Democrat hope.,False,activo
1773,c63e1784afaf48aa8e4afb9ed15e153f,Pull Congress tonight.,False,activo
1774,042b38ed2b94460584e6a8e6c0a08fad,Police item particular.,False,activo
